Id,Tag
77434,vector
79709,memory
79709,function
79709,global-variables
79709,side-effects
95007,math
95007,statistics
103312,file
103312,file-io
103312,eof
255697,math
255697,statistics
255697,bayesian
255697,dirichlet
359438,mathematical-optimization
439526,vector
445059,vector
467110,language-features
476726,filtering
495744,time-series
498932,visual-studio
498932,setup-project
509595,time-series
520810,perl
551113,genetics
560329,statistics
582653,datetime
652136,list
652136,indexing
657440,statistics
659725,database
713878,matrix
713878,linear-algebra
713878,sparse-matrix
713878,eigenvalue
717747,edge
717747,dendrogram
717747,hclust
736514,statistics
736514,data-mining
736514,random-forest
736541,plot
736541,charts
736541,statistics
743622,matrix
750703,bash
750703,statistics
750703,charts
750786,bash
780796,emacs
780796,ess
789602,syntax
805027,svn
855798,statistics
855798,s-plus
876711,plot
936748,statistics
936748,const
936748,constants
937346,gcc
937346,compiler-construction
937346,static-libraries
952275,regex
952275,capture
952275,capture-group
1022649,python
1022649,prediction
1022649,recommendation-engine
1088639,closures
1088639,static-variables
1092506,graph
1092506,line
1098210,emacs23
1098210,ess
1105659,list
1107605,emacs
1107605,ess
1109017,printing
1109017,stderr
1110363,parsing
1110363,command-line
1110363,options
1110363,getopt
1114699,igraph
1125907,header
1125907,plot
1125907,label
1133172,osx
1133172,terminal
1133172,plot
1133172,command
1136709,java
1136709,scripting
1136709,plugins
1136709,jvm
1142294,graph
1142294,machine-learning
1142294,svm
1163640,postscript
1163640,eps
1166157,amazon-ec2
1167448,statistics
1167448,matrix
1167448,sparse-matrix
1169248,vector
1169248,r-faq
1169330,database
1169330,odbc
1169373,memory-management
1169376,average
1169376,time-series
1169376,moving-average
1169388,vector
1169388,r-faq
1169426,networking
1169426,social-networking
1169456,list
1169456,dataframe
1169456,extract
1169456,r-faq
1169534,scope
1169539,regression
1169539,linear-regression
1169539,lm
1169551,sql
1169551,sqldf
1169573,for-loop
1174799,animation
1174799,statistics
1177926,object
1181021,matrix
1181025,statistics
1181025,curve-fitting
1182932,grep
1182932,agrep
1188544,windows
1188544,batch-file
1188544,command-prompt
1191689,python
1191689,statistics
1195826,dataframe
1195826,r-factor
1195826,levels
1195826,r-faq
1197434,excel
1197434,octave
1197434,import-from-excel
1198116,sql
1198116,excel
1198116,sqlcommand
1198116,import-from-excel
1203662,java
1203662,eclipse
1208627,java
1208627,statistics
1208627,data-visualization
1219480,algorithm
1219480,statistics
1223904,excel
1223904,dcom
1231195,comments
1231195,r-faq
1233948,statistics
1233948,variable-assignment
1236620,global-variables
1238250,algorithm
1238250,statistics
1238933,loops
1238933,for-loop
1238933,while-loop
1241184,graphics
1241184,statistics
1245273,histogram
1245273,logarithm
1246244,loops
1246244,apply
1249548,visualization
1249548,ggplot2
1252546,missing-data
1252546,imputation
1252546,locf
1256347,time
1256347,statistics
1256347,plot
1259867,dataframe
1259867,median
1260965,map
1260965,geolocation
1260965,geospatial
1262911,read.table
1265129,export
1265129,structure
1265129,definition
1266279,package
1266279,conventions
1266279,code-organization
1266279,project-organization
1269624,indexing
1269624,dataframe
1274171,default-value
1274171,sparse-matrix
1274171,na
1279003,graphics
1279003,par
1296646,sorting
1296646,dataframe
1296646,r-faq
1297698,linear-regression
1297698,lme4
1299871,join
1299871,merge
1299871,dataframe
1299871,r-faq
1300575,formula
1301759,merge
1301759,subscript
1309263,c
1309263,algorithm
1309263,statistics
1309263,median
1310247,coding-style
1311920,time-series
1312865,plot
1312865,lattice
1313954,plot
1313954,ggplot2
1313954,lattice
1319698,syntax
1319698,operators
1325974,com
1325974,ole
1328903,operators
1329940,matrix
1329940,vector
1330989,ggplot2
1330989,labels
1331203,hash
1331203,r-factor
1335830,if-statement
1336271,curve-fitting
1336271,numerical-methods
1336271,topographical-lines
1343442,session
1343442,logging
1351937,installation
1352863,foreach
1352863,ggplot2
1355355,list
1355355,vector
1355355,strsplit
1358003,memory-management
1358238,octave
1358238,curve-fitting
1358238,nonlinear-optimization
1366853,statistics
1366853,plot
1374609,statistics
1374842,package
1376967,graph
1376967,ggplot2
1377003,perl
1377003,statistics
1377003,probability
1377130,python
1377130,numpy
1377130,data-analysis
1377248,vector
1377248,dataframe
1377248,writefile
1379549,emacs
1379549,latex
1379549,sweave
1379549,ess
1380694,model
1380694,statistics
1380694,modeling
1382288,plot
1384025,symbols
1389123,windows
1389123,64bit
1389123,32bit-64bit
1389428,posix
1389428,zoo
1392868,python
1392868,install
1395102,statistics
1395105,latex
1395105,plot
1395115,database
1395115,object
1395115,r-faq
1395118,random
1395136,loops
1395147,regression
1395147,interaction
1395156,function
1395156,append
1395156,dataframe
1395157,graph-theory
1395158,naming-conventions
1395174,apache
1395174,embedded-language
1395189,matrix
1395189,na
1395191,split
1395191,dataframe
1395229,memory-management
1395233,lazy-evaluation
1395266,clojure
1395267,applet
1395267,interactive
1395271,plyr
1395284,graphics
1395301,path
1395301,installation
1395301,working-directory
1395309,linux
1395309,windows
1395309,parallel-processing
1395309,packages
1395323,graphics
1395323,fonts
1395391,google-docs
1395410,graphics
1395410,plot
1395499,dst
1395499,posixct
1395504,binaryfiles
1395517,aop
1395528,html
1395528,xml
1395528,parsing
1395528,web-scraping
1395577,plot
1395945,ggplot2
1397823,image-processing
1397823,plot
1397823,scatter-plot
1399217,annotations
1399217,plot
1399217,time-series
1400937,regex
1400937,gsub
1401872,time-series
1401872,curve-fitting
1401894,statistics
1401904,upgrade
1401904,packages
1402001,sql
1402001,rodbc
1402634,dataframe
1402634,subset
1403355,plot
1405571,variable-assignment
1406202,lattice
1406202,wireframe
1407238,autohotkey
1407449,plyr
1407647,read.table
1407680,reporting
1407680,presentation
1407680,sweave
1408897,postgresql
1411599,ggplot2
1411599,plot
1412582,debugging
1413697,file-io
1413697,matrix
1413853,emacs
1413853,ess
1419526,statistics
1422247,probability
1422247,stochastic
1422987,emacs
1423472,statistics
1423902,statistics
1423902,parallel-processing
1424189,ggplot2
1424189,plot
1424351,long-filenames
1428174,matrix
1428174,cartesian
1428750,emacs
1428750,ess
1429476,string
1429907,statistics
1429907,data-visualization
1430557,survey
1431657,bar-chart
1432867,ggplot2
1432867,plot
1433523,java
1434411,aggregation
1434411,tapply
1434897,export
1434897,structure
1435937,encoding
1435937,utf-8
1439348,function
1439513,alphabet
1441717,python
1441717,graphics
1441717,zipcode
1444306,statistics
1444306,outliers
1445964,debugging
1449266,plot
1452235,c++
1452235,c
1452235,deployment
1452235,compiler-construction
1453505,flex
1453505,flash
1463444,windows
1463444,customization
1467201,garbage-collection
1467807,statistics
1467807,data-visualization
1468856,indexing
1468856,list
1468856,set
1468962,cluster-analysis
1468962,nlp
1474081,package
1474081,install
1474081,r-faq
1475360,time-series
1475360,apply
1475360,lag
1475631,plot
1476185,graphics
1476185,ggplot2
1476585,statistics
1478532,ggplot2
1478758,algorithm
1478758,recursion
1481032,mapping
1481032,gis
1481032,geospatial
1481032,esri
1484307,algorithm
1484307,graphics
1484307,statistics
1484472,algorithm
1484472,ggplot2
1484904,rename
1484904,rows
1487320,wordpress
1487320,blogs
1489199,statistics
1489788,string
1489788,split
1489788,substr
1491124,function
1496582,vector
1496582,row
1496647,function
1497539,histogram
1497539,curve-fitting
1497539,r-faq
1502910,count
1504318,latex
1504318,vim
1504318,sweave
1504709,emacs
1504709,ess
1504832,loops
1504832,for-loop
1504832,apply
1508513,diff
1508889,statistics
1510039,search
1510039,vector
1511431,ggplot2
1515193,list
1515193,matrix
1521390,statistics
1521390,grouping
1521390,histogram
1523126,csv
1523298,ggplot2
1524088,bioconductor
1528428,bayesian
1528428,montecarlo
1528428,markov-chains
1528428,mcmc
1529559,performance
1530999,code-statistics
1532535,ggplot2
1532535,facet-wrap
1535086,x11
1535086,centos
1536486,emacs
1536486,sweave
1536486,auctex
1536486,noweb
1538798,dataframe
1538798,order
1541679,file
1544907,ggplot2
1544907,reshape
1545302,graph
1545302,ggplot2
1545591,ggplot2
1548913,time-series
1551554,lm
1552438,sas
1552438,dataframe
1554942,ggplot2
1557137,loops
1559724,loops
1559724,lapply
1560397,functional-programming
1562124,merge
1563961,dataframe
1568511,sorting
1570050,functional-programming
1570263,text
1570263,annotations
1570263,plot
1570379,ggplot2
1576201,subset
1577480,binary
1580308,r2html
1581232,xtable
1586744,functional-programming
1586744,scope
1586744,pass-by-value
1586744,s4
1594121,random
1607413,rapache
1608130,error-handling
1614331,plot
1614889,debugging
1616983,bash
1616983,gcc
1617061,missing-data
1621848,statistics
1621848,loops
1622419,math
1622419,geometry
1622797,debugging
1630724,sql
1630724,rodbc
1641488,graphics
1641488,lattice
1642119,dendrogram
1642119,hclust
1642201,matlab
1642201,f#
1644661,visualization
1644661,ggplot2
1644661,histogram
1647236,mapping
1649503,python
1649503,python-idle
1652522,list
1652522,dataframe
1653271,median
1653710,sql
1655454,dataset
1655454,vector
1655792,time-series
1655792,lag
1655792,missing-data
1656026,title
1658032,plot
1660124,sorting
1660124,r-faq
1661479,python
1661479,matplotlib
1661479,scipy
1661479,data-visualization
1663370,statistics
1663370,stata
1663536,statistics
1663536,stata
1664473,data-modeling
1664473,forecasting
1670803,spatstat
1671521,social-networking
1671521,igraph
1676990,string
1676990,vector
1676990,split
1677021,compilation
1677021,interpreter
1677489,embedded
1685181,package
1686569,subset
1686569,dataframe
1688228,ggplot2
1688228,smoothing
1692336,algorithm
1699046,dataframe
1699046,rows
1704324,delphi
1704324,statistics
1704324,sas
1708074,debugging
1710340,permutation
1710853,x11
1712316,matrix
1714280,statistics
1714280,time-series
1714818,s4
1716012,matlab
1716600,ggplot2
1721536,ggplot2
1721961,statistics
1721961,bioinformatics
1721961,bioconductor
1724024,c++
1724024,rcpp
1725609,hdf5
1727772,import
1727772,dataframe
1727772,r-faq
1734896,command-line
1735540,graph
1735540,ggplot2
1740774,sequence
1740774,spaces
1741820,assignment-operator
1741820,r-faq
1743698,eval
1743698,r-faq
1745622,matrix
1748590,mathematical-packages
1753299,svm
1753299,kernlab
1753950,nlm
1755642,plot
1760068,ggplot2
1761852,model
1761852,statistics
1761852,regression
1770787,object
1770787,names
1774112,linux
1774112,eclipse
1774112,ubuntu
1774559,directory
1777351,statistics
1777351,numerical-analysis
1777351,pca
1779916,date
1782704,vector
1785118,curve-fitting
1785118,loess
1786667,aggregate
1787578,ggplot2
1788779,r-faq
1791164,bioinformatics
1794318,google-docs
1797712,pdf
1797712,statistics
1797712,graph
1801064,plot
1801487,regression
1801487,linear
1803627,datetime
1803627,posixct
1805149,linear-regression
1805149,pca
1809518,statistics
1809518,data-analysis
1809518,ess
1809525,aggregation
1810650,graph
1810650,graph-algorithm
1810650,igraph
1810662,regression
1810662,linear
1811651,factor-analysis
1812702,documentation
1812702,introspection
1813550,count
1813550,dataframe
1813700,pca
1815606,file
1815606,path
1815606,directory
1815606,rscript
1816200,statistics
1816200,for-loop
1816238,emacs
1816238,ess
1816480,object
1816480,loops
1816480,plot
1816719,ggplot2
1817305,casting
1817305,plyr
1819418,bioconductor
1820590,pdf
1820590,statistics
1820590,ggplot2
1820590,plot
1823681,newtons-method
1826519,return-value
1826519,variable-assignment
1826519,assign
1826519,multiple-results
1828742,label
1828742,axis
1828742,plot
1829429,matrix
1829429,filtering
1831245,ggplot2
1831245,gridlines
1832761,xml
1832761,language-features
1833622,if-statement
1834833,java
1837968,vector
1842736,matrix
1844829,html
1844829,screen-scraping
1844829,html-content-extraction
1848331,export-to-excel
1848331,import-from-excel
1853703,function
1853703,statistics
1853703,plot
1853703,ggplot2
1857747,statistics
1860913,performance
1866816,boxplot
1867139,types
1867647,plyr
1872982,string
1872982,statistics
1874443,import
1875192,statistics
1875192,plot
1875795,out-of-memory
1876085,reshape
1879843,unit-testing
1879843,software-distribution
1879933,emacs
1879933,software-distribution
1885264,3d
1885264,statistics
1885264,plot
1886264,loops
1886571,svn
1886644,r-package
1886808,plot
1887195,posixct
1888151,svn
1888151,bash
1890215,graphics
1890215,latex
1890215,vector-graphics
1893257,plot
1893257,spectral
1894190,social-networking
1896419,3d
1896419,statistics
1896419,plot
1897704,math
1897704,geometry
1897704,computational-geometry
1898101,ggplot2
1898815,zoo
1899008,svm
1899243,model
1899243,statistics
1899243,correlation
1905258,coding-style
1905258,comments
1905258,s4
1907129,unit-testing
1908010,s4
1909357,interactive
1909357,sweave
1915001,plot
1915001,highlight
1923273,vector
1923273,count
1923273,r-faq
1931742,regex
1931742,perl
1931742,parsing
1934751,plot
1934751,histogram
1939098,ggplot2
1939492,image
1950608,analytics
1951070,windows
1953256,pdf
1955330,project
1960119,xml
1960119,data-import
1961109,mobile
1961109,port
1962278,time
1962278,timestamp
1962954,plot
1963492,plot
1971323,performance
1971461,time-series
1971461,panel-data
1971461,plm
1973360,syntax
1973360,comparison
1974930,foreach
1974930,parallel-processing
1974998,dataframe
1975110,debugging
1976728,statistics
1976728,ca
1982667,time-series
1982667,forecasting
1995933,date
2001441,bash
2001441,shell
2001441,rscript
2001625,spatstat
2003465,numerical-methods
2003663,string
2003663,file
2003663,statistics
2003663,rgui
2007464,plyr
2010641,s-plus
2010641,s
2018480,php
2020790,user-interface
2020790,command-line
2020790,scripting
2034255,graphics
2034255,plot
2039763,web-applications
2039763,graphics
2040026,input
2040026,text-files
2045706,bash
2045706,shell
2045706,scripting
2045706,rscript
2045837,database
2045837,rodbc
2047487,variables
2047487,conditional
2048304,graphics
2048304,ggplot2
2050610,graph
2050610,ggplot2
2050790,data-structures
2050790,language-design
2050790,language-features
2050790,abstract-data-type
2052174,loops
2052174,conditional
2052174,dataframe
2053397,types
2055677,logging
2055677,loops
2055677,pipe
2055947,time-series
2061897,json
2062194,linear-regression
2063821,ggplot2
2067098,xml
2067098,dataframe
2069836,vector
2069836,geospatial
2069836,plot
2069836,esri
2073000,statistics
2074606,plyr
2075327,profiling
2076450,ggplot2
2078468,google-maps
2078468,mapping
2078468,shapefile
2078946,replace
2078946,gsub
2079772,statistics
2079772,machine-learning
2079772,gaussian
2079784,list
2080774,dataframe
2082553,plot
2082553,ggplot2
2083333,excel
2083333,curl
2087735,cluster-analysis
2087735,machine-learning
2087735,data-mining
2095215,emacs
2095215,sweave
2096473,multiplatform
2098368,string
2098368,join
2098368,collapse
2102017,plot
2103152,matlab
2103152,statistics
2103152,machine-learning
2104483,import
2107665,ggplot2
2107665,rgui
2108174,plot
2108174,histogram
2108484,ggplot2
2113855,time-series
2119750,ggplot2
2119750,labels
2121484,spline
2123195,seo
2123195,social-networking
2123195,blogs
2123195,web-crawler
2123968,arrays
2123968,slice
2125231,subset
2127926,histogram
2129952,plot
2139703,algorithm
2139703,matlab
2139703,factor-analysis
2140540,sqlite3
2140972,language-concepts
2144968,foreach
2147084,bar-chart
2147084,lattice
2150138,datetime
2150138,time-series
2150138,strptime
2151147,variables
2151147,stata
2151147,labels
2151212,command-line
2151212,parameters
2156935,graphics
2156935,manual
2158631,bioinformatics
2158780,error-handling
2161052,graphics
2161152,python
2161152,sweave
2161152,literate-programming
2161384,ggplot2
2161815,time-series
2163108,cairo
2165342,namespaces
2169118,cran
2170043,ubuntu
2170043,debian
2170043,cran
2172146,s4
2172146,code-inspection
2180235,java
2180235,plot
2181902,ggplot2
2182337,mysql
2182337,variables
2183002,dataframe
2185252,dataframe
2185252,reshape
2185252,r-faq
2185958,statistics
2185958,sas
2186015,database
2187448,plyr
2187910,function
2187910,statistics
2188414,ascii
2189184,function
2189184,statistics
2189184,plot
2190154,reshape
2192316,regex
2192360,package
2192576,performance
2194516,math
2194516,matrix
2194516,sparse-matrix
2196985,ggplot2
2196985,dashboard
2196985,r-grid
2209258,loops
2209258,for-loop
2218395,tree
2218395,statistics
2218395,dendrogram
2218395,dendextend
2219626,ggplot2
2226526,visualization
2226526,dendrogram
2226867,ssh
2228544,functional-programming
2228544,higher-order-functions
2231993,fuzzy-search
2232699,merge
2232699,data.table
2233584,assert
2233584,language-design
2233584,assertions
2237600,ggplot2
2237600,plot
2239851,for-loop
2241290,charts
2241290,ggplot2
2241583,dataframe
2243046,curve-fitting
2243046,nls
2247045,strsplit
2247111,function
2247111,statistics
2247111,for-loop
2248261,plot
2249181,java
2249457,statistics
2249457,plot
2249457,ggplot2
2253179,statistics
2253179,plot
2253179,ggplot2
2254608,idioms
2254701,dataframe
2254986,date
2258511,serialization
2258784,ggplot2
2258844,function
2258844,vector
2258844,copy
2260147,json
2261079,whitespace
2261079,trim
2261079,removing-whitespace
2261079,builtin
2266200,implementation
2266200,r-faq
2269084,unique
2269084,apply
2270201,ggplot2
2274186,model
2274186,bar-chart
2274487,apache
2274487,web-applications
2274487,hosting
2274487,web-hosting
2275896,apply
2278951,count
2278951,sequence
2280276,vector
2280276,dataframe
2280724,installation
2280724,upgrade
2280724,tinn-r
2281353,columnname
2281353,rowname
2281561,statistics
2282892,ide
2282892,packages
2282892,notepad++
2286085,comparison
2286085,plot
2286831,version-control
2286831,workflow
2286831,statistics
2287374,function
2287374,syntax
2287616,precision
2287616,options
2287616,digits
2287616,output-formatting
2288485,dataframe
2288485,type-conversion
2294163,xtable
2296325,rodbc
2296451,dimensions
2296451,columnname
2296451,rowname
2296694,java
2296694,.net
2300629,statistics
2300629,graph
2300629,plot
2300767,import
2307443,vector
2307925,sorting
2308991,statistics
2309826,variables
2309826,extract
2310409,documentation-generation
2310409,roxygen
2310913,cluster-analysis
2310913,dendrogram
2312913,cluster-analysis
2312913,data-mining
2315601,order
2316356,roxygen
2317446,svm
2318368,function
2321786,dataframe
2326351,ggplot2
2329036,dataframe
2329851,ggplot2
2330169,gplots
2331070,visualization
2331070,ggplot2
2331237,performance
2331237,memory
2331237,parallel-processing
2333436,sql
2333436,formatting
2333436,rodbc
2333521,ggplot2
2336056,statistics
2336056,correlation
2337018,rpart
2337018,cart-analysis
2338152,variance
2338152,sim-card
2338152,lme4
2338228,ggplot2
2339953,ggplot2
2342472,levels
2343783,multi-dimensional-scaling
2344368,apache
2344368,osx
2344368,apache2
2344368,rapache
2344950,igraph
2347410,data-structures
2347410,csv
2349511,merge
2349820,java
2349820,processing
2351204,list
2351204,apply
2351204,dataframe
2351204,lapply
2351744,string
2352617,linear-regression
2352617,categorical-data
2352617,contrast
2352813,merge
2352813,dataframe
2355727,plm
2359444,s4
2359444,bioconductor
2359723,ggplot2
2359723,title
2360490,data-structures
2360490,subset
2361557,size
2361557,ggplot2
2361557,scale
2363881,ggplot2
2367328,graphics
2367328,window
2367328,plot
2367328,base
2370094,casting
2370094,reshape
2370515,dataframe
2370648,ggplot2
2370648,lm
2373334,tree
2373334,igraph
2374947,indexing
2374947,dataframe
2374947,shape
2374947,logical-operators
2375587,levels
2376034,ggplot2
2376034,scatter-plot
2376614,ggplot2
2379701,xtable
2381618,plot
2381618,lattice
2384517,file
2384517,copy
2386086,escaping
2386086,backslash
2386086,slash
2388974,curl
2388974,rcurl
2390338,statistics
2391364,dataframe
2391739,osx
2392017,python
2392017,sql
2392017,database
2392017,file-format
2392216,apply
2392216,r-factor
2394902,class
2394902,import
2394902,label
2394902,spss
2397097,ggplot2
2397097,ellipse
2397097,scatter-plot
2397349,tree
2397349,regression
2397349,rpart
2397349,cart-analysis
2399027,java
2399027,path
2402885,aggregate
2402885,bar-chart
2403466,ggplot2
2404085,reshape
2404085,factors
2405575,3d
2405575,histogram
2409317,plot
2409317,ggplot2
2409357,ggplot2
2413163,emacs
2413163,browser
2413163,ess
2414915,python
2414915,multithreading
2414915,concurrency
2414915,hadoop
2417623,ggplot2
2427279,formula
2427742,ggplot2
2434833,vector
2436129,optimization
2436129,parallel-processing
2436502,dataframe
2436688,performance
2436688,list
2436688,append
2436688,big-o
2436735,emacs
2436735,colors
2436735,preview
2437312,margin
2438486,latex
2438486,sweave
2441136,xts
2441562,loops
2443127,web-scraping
2443556,nlme
2443556,random-effects
2444686,anova
2444973,ggplot2
2444973,facet
2447454,python
2447454,rpy2
2449083,optimization
2449083,string
2449083,bioinformatics
2449226,statistics
2451411,regex
2453326,vector
2453462,string
2453462,parsing
2453462,loops
2456696,vector
2457112,java
2457129,datetime
2457871,indexing
2457871,letters
2458013,function
2458013,editing
2462708,linux
2462708,vim
2462708,syntax-highlighting
2463437,c
2463437,windows
2464680,statistics
2464680,chi-squared
2464680,posthoc
2464721,java
2464721,windows
2467019,time-series
2467019,correlation
2470248,file-io
2470295,arrays
2470295,sequence
2470295,continue
2471075,utf-8
2471075,hebrew
2471188,list
2471188,matrix
2471750,boxplot
2472107,sweave
2472107,literate-programming
2472599,segmentation-fault
2472958,loops
2472958,character
2472958,separator
2473336,if-statement
2473659,dataframe
2473659,concatenation
2473659,average
2474808,plot
2475511,statistics
2476946,xml
2476946,performance
2477398,java
2477398,rjava
2477398,jri
2478259,list
2478259,arrays
2478259,multimap
2478352,export-to-csv
2478352,write.table
2479059,character
2479689,crosstab
2479689,categorical-data
2480984,matrix
2480984,sparse-matrix
2480984,cbind
2482125,posixct
2482125,sapply
2486130,latex
2486130,pdflatex
2486130,sweave
2487922,vector
2488853,list
2488853,dataframe
2490860,combinations
2492947,plot
2492947,boxplot
2494676,osx
2494676,iwork
2494676,apple-numbers
2497111,dataframe
2498285,roxygen
2500896,url
2501895,powershell
2501895,batch-file
2502485,ggplot2
2502485,overlap
2502485,stripchart
2504543,merge
2504827,binning
2508897,r-zelig
2513142,for-loop
2515985,ggplot2
2517868,optimization
2517868,intersection
2517868,bioinformatics
2521941,ggplot2
2522396,matlab
2522396,statistics
2526305,java
2526305,jri
2527713,optimization
2527713,loops
2527713,subset
2527713,data.table
2531372,emacs
2531372,ess
2531402,statistics
2531402,ggplot2
2531489,glm
2535234,arrays
2535234,distance
2535234,similarity
2535234,cosine
2535740,time-series
2540129,lattice
2540232,user-input
2545228,vector
2545228,dataframe
2545668,xml
2545668,statistics
2545668,stata
2545879,apply
2546016,ggplot2
2547306,ggplot2
2547306,r-faq
2547402,statistics
2547447,unit-testing
2548815,file
2548815,path
2551921,ggplot2
2551921,frequency
2553108,dataframe
2557863,statistics
2557863,distribution
2558191,ggplot2
2558191,pivot-table
2560431,dataframe
2563511,function
2563511,packages
2563824,for-loop
2563824,dataframe
2564141,linux
2564141,installation
2564258,plot
2564258,r-faq
2564275,ggplot2
2564765,dataframe
2566128,literate-programming
2566128,roxygen
2568234,plot
2568840,selection
2572001,select
2572001,statistics
2572001,duplicates
2572001,dataframe
2572330,global-variables
2572330,dataframe
2572559,count
2572559,duplicates
2572559,dataframe
2573132,python
2573132,interface
2573132,python-3.x
2576876,data-structures
2576876,time-series
2577636,version
2578961,graphics
2578961,ggplot2
2578961,plyr
2579995,plot
2581698,ggplot2
2582150,windows
2582150,powershell
2584806,vectorization
2585583,lapply
2588130,functional-programming
2588130,lazy-evaluation
2589275,error-handling
2589275,try-catch
2589275,lapply
2590043,vector
2590043,dataframe
2591795,download
2591795,packages
2591795,google-docs
2593412,matlab
2593643,matrix
2593643,plot
2593643,scatter-plot
2597062,xts
2597310,rpart
2597310,cart-analysis
2600640,rodbc
2602583,statistics
2603184,oop
2603184,argument-passing
2603184,pass-by-reference
2607221,ess
2609647,subset
2609647,logical-operators
2610521,time-series
2612495,ggplot2
2612495,statistics
2612495,outliers
2613420,missing-data
2613420,data-processing
2614400,dataframe
2614767,finance
2614949,sql
2614949,mysql
2614949,database
2614949,wikipedia
2615128,packages
2617600,json
2617842,ggplot2
2618248,statistics
2619069,colors
2619069,bar-chart
2619346,ggplot2
2619346,legend
2619400,ggplot2
2619543,numerical-methods
2619618,dataframe
2619618,aggregate
2624164,parallel-processing
2624164,distributed-computing
2624688,anova
2624791,list
2624791,vector
2626236,ggplot2
2626567,dataframe
2627431,csv
2627431,formatting
2627431,dataframe
2628621,scoping
2628621,lexical-scope
2628621,r-faq
2628680,file
2628680,csv
2628680,import
2630333,mapping
2630333,plot
2630541,namespaces
2631057,vector
2631141,regex
2631780,ggplot2
2631780,title
2631780,word-wrap
2632441,math
2632441,combinatorics
2633595,dataframe
2634386,parallel-processing
2634386,distributed-computing
2634512,scope
2635938,graph
2635938,ggplot2
2635938,facet-wrap
2637594,blas
2639430,statistics
2639430,plot
2639430,linear-regression
2639430,least-squares
2640525,emacs
2640525,ess
2641653,dataframe
2641653,r-faq
2642783,select
2642783,statistics
2642783,dataframe
2643939,apply
2643939,dataframe
2645578,select
2645578,statistics
2645578,dataframe
2646402,scope
2651497,optimization
2651497,logging
2651497,transformation
2653035,graphics
2653035,ggplot2
2653035,plot
2654397,authentication
2654397,passwords
2654397,ggplot2
2654397,google-spreadsheet
2656529,packages
2656529,ggplot2
2656731,apply
2656792,function
2656792,lapply
2657434,vector
2658752,java
2658752,matrix-multiplication
2659308,emacs
2659308,ess
2659337,regression
2659609,dataframe
2661402,statistics
2664655,sweave
2665499,libraries
2665499,r-commander
2665532,statistics
2665532,google-docs
2666799,loess
2666805,ggplot2
2667478,for-loop
2667673,dataframe
2668938,twitter
2669137,summary
2669427,python
2669427,numpy
2669427,bioconductor
2669427,rpy2
2669598,c++
2669598,c
2669598,interface
2673504,content-management-system
2675502,syntax
2675517,statistics
2676554,statistics
2678141,ggplot2
2679193,assign
2679193,r-faq
2679830,quickbooks
2682144,python
2682144,matplotlib
2682514,sample
2682629,gwidgets
2684361,latex
2684361,sweave
2684479,time-series
2684479,forecasting
2684966,ggplot2
2685127,statistics
2685127,confidence-interval
2685707,ggplot2
2686320,latex
2686320,tex
2686320,sweave
2686320,xtable
2686437,rpart
2686438,sweave
2687212,statistics
2687212,plot
2687212,linear-regression
2687212,confidence-interval
2687547,dataframe
2687547,comparison
2696341,windows
2696341,parallel-processing
2696341,multicore
2703517,function
2703517,dataframe
2708994,ggplot2
2710442,emacs
2710442,ess
2712121,canvas
2712121,ggplot2
2712421,git
2712421,version-control
2714851,dataframe
2717757,rename
2719295,r-factor
2723730,user-interface
2723730,statistics
2723730,icons
2723730,titlebar
2730490,latex
2730490,sweave
2730490,xtable
2731299,dataframe
2731299,plyr
2732397,text
2732397,delimiter
2736631,xts
2737680,unit-testing
2737680,cran
2738322,emacs
2738322,latex
2738322,dot-emacs
2740004,unit-testing
2743204,list
2743204,dataframe
2743466,graphics
2748381,plot
2748381,ggplot2
2748381,linear
2749390,ide
2751065,ggplot2
2754469,markov-chains
2754658,ggplot2
2755716,statistics
2755716,markov-chains
2755716,mixture-model
2756886,ggplot2
2756929,levels
2757657,windows
2757657,64bit
2757657,windows-7-x64
2757657,rgl
2759394,duplicates
2759394,dataframe
2760702,data-structures
2760898,plot
2760898,ggplot2
2764760,ggplot2
2765374,statistics
2767219,replace
2767219,dataframe
2768300,plot
2769510,floating-point
2769510,comparison
2769510,comparison-operators
2769510,r-faq
